filename,compound_name,area,compound_name_IS,area_IS,bmis_area,result_column
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",152004112.0,"Arsenobetaine, 13C2",546801216.0,0.2779878821630126,179445083.970859
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",219591840.0,"Arsenobetaine, 13C2",610043008.0,0.35996124391282264,232360040.7960002
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 0(15N), 1(13C)",107696896.0,"Arsenobetaine, 13C2",680284288.0,0.1583116028103827,102192364.06575361
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 0(15N), 1(13C)",105801040.0,"Arsenobetaine, 13C2",669855552.0,0.1579460522258984,101956396.02708234
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 0(15N), 1(13C)",114277744.0,"Arsenobetaine, 13C2",700186240.0,0.16321049668156862,105354668.89443599
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 0(15N), 1(13C)",132637136.0,"Arsenobetaine, 13C2",620907264.0,0.21361827069879472,137893595.30706632
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 0(15N), 1(13C)",19071.0,"Arsenobetaine, 13C2",659452864.0,2.891942857647518e-05,18667.89749580431
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 0(15N), 1(13C)",146866784.0,"Arsenobetaine, 13C2",680675200.0,0.21576632144082816,139280192.24351776
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 0(15N), 1(13C)",131910824.0,"Arsenobetaine, 13C2",684657984.0,0.19266674322459956,124369089.93053325
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",109979296.0,"Arsenobetaine, 13C2",587306048.0,0.18726062225056467,120879362.87986474
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",150903040.0,"Arsenobetaine, 13C2",643327872.0,0.2345663021421214,151415843.94655073
230810_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 0(15N), 1(13C)",131123688.0,"Arsenobetaine, 13C2",686512256.0,0.1909997772858406,123293039.99436462
230810_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 0(15N), 1(13C)",160120704.0,"Arsenobetaine, 13C2",654315008.0,0.2447150104189571,157966977.7397303
230810_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 0(15N), 1(13C)",158904720.0,"Arsenobetaine, 13C2",601826368.0,0.2640374839807617,170439905.92582113
230810_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 0(15N), 1(13C)",161336288.0,"Arsenobetaine, 13C2",633646784.0,0.2546154925328241,164357878.05686375
230810_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 0(15N), 1(13C)",138452832.0,"Arsenobetaine, 13C2",760615872.0,0.18202727171068026,117501161.57205446
230810_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 0(15N), 1(13C)",177554416.0,"Arsenobetaine, 13C2",619637376.0,0.28654568442301326,184969265.57619712
230810_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 0(15N), 1(13C)",144651664.0,"Arsenobetaine, 13C2",647447424.0,0.22341839451043982,144219712.9299713
230810_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 0(15N), 1(13C)",123774008.0,"Arsenobetaine, 13C2",646248128.0,0.19152706621070476,123633412.40435213
230810_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 0(15N), 1(13C)",119384096.0,"Arsenobetaine, 13C2",600972160.0,0.19865162472750816,128232415.03480992
230810_Std_4uMStdsMix1InH2O_1,"Glycine betaine 0(15N), 1(13C)",30623.0,"Arsenobetaine, 13C2",6988559.0,0.004381876149289145,2828562.6245319694
